"course","course_status","chapter","lesson","lesson_type","lesson_status","system_exercise_count","system_exercises","pdf_count","pdf_files","context_present","context_characters","content_pages","other_files","has_any_content","lesson_id"
"כיתה ט - מתקדם","מפורסם","גיאומטריה","מקבילית - תכונות","לימוד","מפורסם","0","","0","","yes","27550","","","yes","69ecfcb620ded134b53d1b24"
"כיתה ט - בסיס","מפורסם","אלגברה","משוואות","לימוד","מפורסם","0","","0","","no","0","","","no","69eb1b86ecc3a900bbc7f303"
"כיתה ט - מתקדם","מפורסם","אלגברה","משוואות רצינאליות","תרגול","מפורסם","0","","1","משוואות רצינאליות - כיתה ט-5b01zW3hoxI5qVjHLxMsupHYB1zgRd.pdf","yes","8326","","","yes","69e366329e08f11b024a8768"
"כיתה ט - מתקדם","מפורסם","גיאומטריה","משולש  שווה שוקיים  - הוכחה","לימוד","מפורסם","0","","0","","yes","27550","","","yes","69ecfc3c20ded134b53d1ac6"
"כיתה ט - מתקדם","מפורסם","גיאומטריה","משולש ישר זווית - הוכחה","לימוד","מפורסם","0","","0","","yes","27550","","","yes","69ecfca39c71582024472244"
"כיתה ט - מתקדם","מפורסם","גיאומטריה","משולש ישר זווית - תכונות","לימוד","מפורסם","0","","0","","yes","27550","","","yes","69ecfc854ec57fb9fcd3eb14"
"כיתה ט - מתקדם","מפורסם","פונקציות","פונקציה ריבועית - בסיס","לימוד","מפורסם","0","","1","פונקציה ריבועית בסיס-AdSqM4Y14mhwRFau71ATquCbBnfMbp.pdf","yes","27550","","","yes","69c62d34ba67c0973156e835"
"כיתה ט - מתקדם","מפורסם","פונקציות","פונקציה ריבועית - הצגה קודקודית","לימוד","מפורסם","0","","0","","yes","27550","","","yes","69ecfa9a4ec57fb9fcd3eaa4"
"כיתה ט - מתקדם","מפורסם","פונקציות","פונקציה ריבועית - הצגות שונות","לימוד","מפורסם","0","","0","","yes","27550","","","yes","69ecfb4ee62e5f5d5fd1e305"
"כיתה ט - מתקדם","מפורסם","פונקציות","פונקציה ריבועית - נקודות אפס ותחומי חיוביות ושליליות","לימוד","מפורסם","0","","0","","yes","27550","","","yes","69ecfb1820ded134b53d1a4a"
"כיתה ט - מתקדם","מפורסם","פונקציות","פונקציה ריבועית - קודקוד, ציר סנטריה ועלייה וירידה","לימוד","מפורסם","0","","0","","yes","27550","","","yes","69ecfae8e62e5f5d5fd1e2d4"
"כיתה ט - מתקדם","מפורסם","פונקציות","פונקציה ריבועית -חקירה","לימוד","מפורסם","0","","0","","yes","27550","","","yes","69ecfb3b9c715820244721da"
"כיתה ט - מתקדם","מפורסם","פונקציות","פונקציות - כתיב מתמטי","לימוד","מפורסם","0","","0","","yes","27550","","","yes","69ecfb8e144bff1bc1938a6c"
"כיתה י - 4 יח""ל","מפורסם","פונקציות","פונקציית פולינום - חקירה","תרגול","מפורסם","0","","1","כיתה י - יחידה 7 - פולינום - חקירת פונקציה-ste83fBbn8PdbugNPUe4vX3GWDGu2L.pdf","no","0","","","yes","69e9f40e025d4838e7143409"
"כיתה ט - מתקדם","מפורסם","גיאומטריה","קטע אמצעים בטרפז - הוכחה","לימוד","מפורסם","0","","0","","yes","27550","","","yes","69ecfe0df4d2cca1574a2a81"
"כיתה ט - מתקדם","מפורסם","גיאומטריה","קטע אמצעים בטרפז - תכונות","לימוד","מפורסם","0","","0","","yes","27550","","","yes","69ecfdeb4ec57fb9fcd3ebb2"
"כיתה ט - מתקדם","מפורסם","גיאומטריה","קטע אמצעים במשולש - הוכחה","לימוד","מפורסם","0","","0","","yes","27550","","","yes","69ecfddff4d2cca1574a2a18"
"כיתה ט - מתקדם","מפורסם","גיאומטריה","קטע אמצעים במשולש - תכונות","לימוד","מפורסם","0","","0","","yes","27550","","","yes","69ecfdc620ded134b53d1c1b"
"כיתה י - 3 יח""ל - 172","מפורסם","בחינות סימולציה","קיץ - 2024","בחינה","מפורסם","0","","0","","no","0","","","no","69f4a68e7df3372397f0c513"
"כיתה יא - 3 יח""ל - 371","מפורסם","בחינות בגרות","קיץ - 2024","בחינה","מפורסם","0","","1","משולש ישר טריגונמטריהזווית-ltLIg2m9VmacTGVj4HIruQGRGOaPN4.pdf","no","0","","","yes","69f5948085f66461b5dff99b"
"","","","קריאת נתונים מטבלאות","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של קריאת נתונים מטבלאות — תרגיל 1; קריאת נתונים מטבלה פשוטה — תרגיל 2; השוואה וחישוב הפרשים מתוך טבלה — תרגיל 3; קריאת דיאגרמת עמודות - זיהוי ערכים — תרגיל 4; דיאגרמת עמודות - השוואה וחישובים — תרגיל 5; קריאת דיאגרמת קו - מגמות לאורך זמן — תרגיל 6; שילוב פעולות חשבון מתוך נתוני טבלה — תרגיל 7; חישוב ממוצע מתוך נתוני טבלה — תרגיל 8; מציאת נתון חסר בטבלה מתוך הסך הכל — תרגיל 9; אתגר פרויקט דוכני המכירות של יום השיא הבית-ספרי! — תרגיל 10","0","","no","0","","","yes","6a462610961bb578f219d90a"
"","","","קריאת נתונים מטבלאות","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של קריאת נתונים מטבלאות — תרגיל 1; קריאת נתונים מטבלה פשוטה — תרגיל 2; השוואה וחישוב הפרשים מתוך טבלה — תרגיל 3; קריאת דיאגרמת עמודות - זיהוי ערכים — תרגיל 4; דיאגרמת עמודות - השוואה וחישובים — תרגיל 5; קריאת דיאגרמת קו - מגמות לאורך זמן — תרגיל 6; שילוב פעולות חשבון מתוך נתוני טבלה — תרגיל 7; חישוב ממוצע מתוך נתוני טבלה — תרגיל 8; מציאת נתון חסר בטבלה מתוך הסך הכל — תרגיל 9; אתגר פרויקט דוכני המכירות של יום השיא הבית-ספרי! — תרגיל 10","0","","no","0","","","yes","6a688d6a90e1ad0cfe0c85dd"
"","","","קריאת נתונים מטבלאות","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של קריאת נתונים מטבלאות — תרגיל 1; קריאת נתונים מטבלה פשוטה — תרגיל 2; השוואה וחישוב הפרשים מתוך טבלה — תרגיל 3; קריאת דיאגרמת עמודות - זיהוי ערכים — תרגיל 4; דיאגרמת עמודות - השוואה וחישובים — תרגיל 5; קריאת דיאגרמת קו - מגמות לאורך זמן — תרגיל 6; שילוב פעולות חשבון מתוך נתוני טבלה — תרגיל 7; חישוב ממוצע מתוך נתוני טבלה — תרגיל 8; מציאת נתון חסר בטבלה מתוך הסך הכל — תרגיל 9; אתגר פרויקט דוכני המכירות של יום השיא הבית-ספרי! — תרגיל 10","0","","no","0","","","yes","5a00ab7321a58b255029e5b6"
"כיתה ט - מתקדם","מפורסם","גיאומטריה","ריבוע - הוכחה","לימוד","מפורסם","0","","0","","yes","27550","","","yes","69ecfd7e20ded134b53d1bb9"
"כיתה ט - מתקדם","מפורסם","גיאומטריה","ריבוע - תכונות","לימוד","מפורסם","11","תרגיל 1; תרגיל 2; תרגיל 3; תרגיל 4; תרגיל 5; תרגיל 6; תרגיל 7; תרגיל 8; תרגיל 9; תרגיל 10: השוואה וחישוב בין ריבועים; Exercise 1","0","","yes","21459","","ריבוע - שיעור-mPpxVlaoWGgTz90ylpjata75NMguVO.tex","yes","69ecfd3ee62e5f5d5fd1e401"
"כיתה ט - בסיס","מפורסם","גיאומטריה","ריבוע - תכונות","לימוד","מפורסם","0","","0","","yes","21459","","ריבוע - שיעור-mPpxVlaoWGgTz90ylpjata75NMguVO.tex","yes","69f972500cef3c8ec0ab161f"
"הכנה לכיתה ז","מפורסם","שבר עשרוני","שבר עשרוני - חילוק","לימוד","מפורסם","10","למידה ראשונית של חילוק שבר עשרוני במספר שלם — תרגיל 1; חילוק עם שארית ומעבר לשלב הבא (פריטה) — תרגיל 2; חילוק הדורש הוספת אפסים בסוף — תרגיל 3; כלל הקסם – חילוק בעשרוני (הזזת הנקודה) — תרגיל 4; חילוק בעשרוני עם הוספת אפסים שומרי מקום — תרגיל 5; חילוק מספר שלם במספר עשרוני — תרגיל 6; בעיות מילוליות (כסף ומידות) — תרגיל 7; אפקט החילוק (למה המספר גדל?) — תרגיל 8; מציאת מספרים חסרים ומשוואות הפוכות — תרגיל 9; אתגר הפדגוגי - הפיצרייה — תרגיל 10","0","","no","0","","","yes","6a73131922abef8b5ed36a8d"
"הכנה לכיתה ז","מפורסם","שברים","שברים - כפל","לימוד","מפורסם","10","כפל מספר טבעי בשבר – הבנה ויזואלית — תרגיל 1; כפל מספר טבעי בשבר – מציאת השלם — תרגיל 2; כפל מספר טבעי בשבר – עם צמצום — תרגיל 3; כפל מספר טבעי בשבר – בעיות מילוליות — תרגיל 4; הבנה ויזואלית – ""חלק של חלק"" — תרגיל 5; כפל שבר בשבר – המונה במונה והמכנה במכנה — תרגיל 6; אסטרטגיה חכמה — תרגיל 7; הכנה לכפל — תרגיל 8; עם מספר טבעי או שבר פשוט — תרגיל 9; כפל שברים מעורבים – בעיות מילוליות — תרגיל 10","0","","no","0","","","yes","6a732d2fb95aefb9e55d79b6"
"הכנה לכיתה ז","מפורסם","שברים","שברים - כפל","לימוד","טיוטה","10","כפל מספר טבעי בשבר – הבנה ויזואלית — תרגיל 1; כפל מספר טבעי בשבר – מציאת השלם — תרגיל 2; כפל מספר טבעי בשבר – עם צמצום — תרגיל 3; כפל מספר טבעי בשבר – בעיות מילוליות — תרגיל 4; הבנה ויזואלית – ""חלק של חלק"" — תרגיל 5; כפל שבר בשבר – המונה במונה והמכנה במכנה — תרגיל 6; אסטרטגיה חכמה — תרגיל 7; הכנה לכפל — תרגיל 8; עם מספר טבעי או שבר פשוט — תרגיל 9; כפל שברים מעורבים – בעיות מילוליות — תרגיל 10","0","","no","0","","","yes","6a8d3c43cf728c8a81892c59"
"","","","שברים - כפל שבר בשלם","לימוד","מפורסם","10","תרגיל 1 – מנחה: מוטיבציה ולמידה ראשונית של כפל שבר בשלם (חיבור חוזר); תרגיל 2 – בסיס: הכלל המהיר - כפל שלם במונה; תרגיל 3 – הבנה: כפל שיוצר שבר מדומה ושבר מעורב; תרגיל 4 – מנחה: כפל שלם בשבר מעורב (שיטת הפילוג/הפיצול); תרגיל 5 – בסיס: כפל שלם בשבר מעורב (עם מעבר לשלם נוסף); תרגיל 6 – הבנה: הבנת התוצאה (חלק מתוך שלם); תרגיל 7 – חשיבה: שיטה חלופית - כפל דרך שבר מדומה; תרגיל 8 – שילוב: בעיות מילוליות בסיסיות (כפל שבר בשלם); תרגיל 9 – מורכב: בעיות מילוליות עם שבר מעורב בשלם; תרגיל 10 – חזרה מסכמת: אתגר מסיבת הכיתה","0","","no","0","","","yes","6a42575b8f4f1223e576a655"
"","","","שברים - כפל שבר בשלם","לימוד","מפורסם","10","תרגיל 1 – מנחה: מוטיבציה ולמידה ראשונית של כפל שבר בשלם (חיבור חוזר); תרגיל 2 – בסיס: הכלל המהיר - כפל שלם במונה; תרגיל 3 – הבנה: כפל שיוצר שבר מדומה ושבר מעורב; תרגיל 4 – מנחה: כפל שלם בשבר מעורב (שיטת הפילוג/הפיצול); תרגיל 5 – בסיס: כפל שלם בשבר מעורב (עם מעבר לשלם נוסף); תרגיל 6 – הבנה: הבנת התוצאה (חלק מתוך שלם); תרגיל 7 – חשיבה: שיטה חלופית - כפל דרך שבר מדומה; תרגיל 8 – שילוב: בעיות מילוליות בסיסיות (כפל שבר בשלם); תרגיל 9 – מורכב: בעיות מילוליות עם שבר מעורב בשלם; תרגיל 10 – חזרה מסכמת: אתגר מסיבת הכיתה","0","","no","0","","","yes","6a688d6a90e1ad0cfe0c85df"
"","","","שברים - כפל שבר בשלם","לימוד","מפורסם","10","תרגיל 1 – מנחה: מוטיבציה ולמידה ראשונית של כפל שבר בשלם (חיבור חוזר); תרגיל 2 – בסיס: הכלל המהיר - כפל שלם במונה; תרגיל 3 – הבנה: כפל שיוצר שבר מדומה ושבר מעורב; תרגיל 4 – מנחה: כפל שלם בשבר מעורב (שיטת הפילוג/הפיצול); תרגיל 5 – בסיס: כפל שלם בשבר מעורב (עם מעבר לשלם נוסף); תרגיל 6 – הבנה: הבנת התוצאה (חלק מתוך שלם); תרגיל 7 – חשיבה: שיטה חלופית - כפל דרך שבר מדומה; תרגיל 8 – שילוב: בעיות מילוליות בסיסיות (כפל שבר בשלם); תרגיל 9 – מורכב: בעיות מילוליות עם שבר מעורב בשלם; תרגיל 10 – חזרה מסכמת: אתגר מסיבת הכיתה","0","","no","0","","","yes","51f7cd695adf67818f58de7d"
"הכנה לז' גיבוי","טיוטה","שברים","שברים - צמצום והרחבה","לימוד","טיוטה","10","מוטיבציה ולמידה ראשונית של שברים שקולים — תרגיל 1; פעולת ההרחבה (כפל המונה והמכנה באותו מספר) — תרגיל 2; מציאת הגורם החסר בהרחבה — תרגיל 3; פעולת הצמצום (חילוק המונה והמכנה באותו מספר) — תרגיל 4; מציאת הגורם החסר בצמצום — תרגיל 5; שבר מצומצם ביותר (עד הסוף) — תרגיל 6; שימוש בהרחבה לצורך השוואת שברים — תרגיל 7; בעיות מילוליות מחיי היומיום — תרגיל 8; שרשרת של פעולות — תרגיל 9; אתגר יום ההולדת והמתכונים! — תרגיל 10","0","","no","0","","","yes","6a7454a2fc7d19d634c258cb"
"כיתה ח' - מתקדם","מפורסם","פונקציה","שיפוע של ישר וייצוג אלגברי של ישר","תרגול","מפורסם","0","","1","כיתה ח - יחידה 2 - פונקציות - ייצוג אלגברי לקו ישר וגרף של ישר-vBjMf0WztmYptfxXF7rhAstAtgjUmD.pdf","no","0","","","yes","69cce4dc199baaba55216c3c"
"כיתה יב - 5 יח""ל - 572","מפורסם","בגרות","2024 - חורף","בחינה","מפורסם","0","","1","processed_Math - 5units - 572 - 2024 - moed b --zfo5IWpfRSHvJZSqPJy3FRkcpkq6xe.pdf","no","0","","","yes","69f1ce85876a78cdffc778cb"
"הכנה לכיתה ז","מפורסם","אחוזים","אחוז - בעיות מילוליות","לימוד","מפורסם","10","מציאת אחוז מכמות (הבסיס) — תרגיל 1; מציאת השלם כאשר נתון חלק באחוזים — תרגיל 2; מציאת האחוז שחלק מהווה מהשלם — תרגיל 3; עליות וירידות באחוזים — תרגיל 4; מספר שינויים באחוזים — תרגיל 5; מציאת ערך מקורי לאחר שינוי באחוזים — תרגיל 6; אחוזים והקשרם (יחסים וכמויות) — תרגיל 7; בעיות השוואה מורכבות — תרגיל 8; בעיות מילוליות מרובות נתונים מהחיים — תרגיל 9; בעיה מקיפה עם מגוון אתגרים — תרגיל 10","0","","no","0","","","yes","6a73475ea9b2fc645d0293a1"
"הכנה לז' גיבוי","טיוטה","אחוזים","אחוז - בעיות מילוליות","לימוד","טיוטה","10","מציאת אחוז מכמות (הבסיס) — תרגיל 1; מציאת השלם כאשר נתון חלק באחוזים — תרגיל 2; מציאת האחוז שחלק מהווה מהשלם — תרגיל 3; עליות וירידות באחוזים — תרגיל 4; מספר שינויים באחוזים — תרגיל 5; מציאת ערך מקורי לאחר שינוי באחוזים — תרגיל 6; אחוזים והקשרם (יחסים וכמויות) — תרגיל 7; בעיות השוואה מורכבות — תרגיל 8; בעיות מילוליות מרובות נתונים מהחיים — תרגיל 9; בעיה מקיפה עם מגוון אתגרים — תרגיל 10","0","","no","0","","","yes","6a7454a2fc7d19d634c258cc"
"כיתה ז׳","מפורסם","מבחנים","בחינה 7 - סדר פעולות, משוואות בעיות, משולש ומלבן","בחינה","מפורסם","0","","1","כיתה ז - מבחן סימולציה 7 - חוקיות , ביטוים אלגברים, מערכת צירים משולשים ומלבנים-1-HuDF2O0RHkgD5SqtOS8XBlpdS8YRew.pdf","no","0","","","yes","69638a6f98aa8e56fa048583"
"כיתה ט - מתקדם","מפורסם","אלגברה","בעיות מילוליות - הנדסה","תרגול","מפורסם","0","","1","כיתה ט - שיעור 8.1 - בעיות - הנדסיות.pdf","yes","8172","","","yes","6995b212bf79d335e5819b44"
"כיתה יא - 4 יח""ל - 471","מפורסם","שאלון בגרות","גיאומטריה אנליטית - ללא מעגל","תרגול","מפורסם","0","","0","","no","0","","","no","69ae637a5c712c6396a6a4f0"
"כיתה ט - מתקדם","מפורסם","גיאומטריה","גיאומטריה במערכת צירים","תרגול","מפורסם","0","","1","כיתה ט - יחידה 25 - הנדסה במערכת צירים-MKC2DJJELYmifQztKJ87gwmawokr0y.pdf","no","0","","","yes","69ccfb29b7f268bd91deebde"
"כיתה ז׳","מפורסם","כיתה ז - גיאומטריה","זוויות קוקודיות וצמודות","לימוד","מפורסם, לא פעיל","0","","1","כיתה ז - יחידה 9 - זוויות צמודות וקודקודיות.pdf","no","0","","","yes","695fd580a8a93f174bd08702"
"כיתה ז׳","מפורסם","כיתה ז - אלגברה","חוקיות","לימוד","מפורסם","32","הסבר 1; סרטון 2; תרגיל 3; תרגיל 4; תרגיל 5; תרגיל 6; תרגיל 7; תרגיל 8; תרגיל 9; תרגיל 10; תרגיל 11; תרגיל 12; תרגיל 13; תרגיל 14; תרגיל 15; תרגיל 16; תרגיל 17; תרגיל 18; תרגיל 19; תרגיל 20; תרגיל 21; תרגיל 22; תרגיל 23; תרגיל 24; תרגיל 25; תרגיל 26; תרגיל 27; תרגיל 28; תרגיל 29; תרגיל 30; תרגיל 31; תרגיל 32","0","","no","0","","","yes","69eb1b86ecc3a900bbc7f2cd"
"כיתה י - 3 יח""ל - 172","מפורסם","בחינות סימולציה","חורף - 2024","בחינה","מפורסם","0","","0","","no","0","","","no","69f4a6a8d9d317b6eb4e3c4d"
"כיתה יא - 3 יח""ל - 371","מפורסם","בחינות בגרות","חורף - 2024","בחינה","מפורסם","0","","1","משולש ישר טריגונמטריהזווית-ltLIg2m9VmacTGVj4HIruQGRGOaPN4.pdf","no","0","","","yes","69f59473ef7ee56187b462d2"
"כיתה ט - מתקדם","מפורסם","אלגברה","ט | שיעור מספר 10 - משוואות","לימוד","מפורסם","26","תרגיל 1; תרגיל 2; תרגיל 3; תרגיל 4; תרגיל 5; תרגיל 6; תרגיל 7; תרגיל 8; תרגיל 9; תרגיל 10; תרגיל 11; תרגיל 12; תרגיל 13; תרגיל 14; תרגיל 15; תרגיל 16; תרגיל 17; תרגיל 18; תרגיל 19; תרגיל 20; תרגיל 21; תרגיל 22; תרגיל 23; תרגיל 24; תרגיל 25; תרגיל 1","0","","no","0","","","yes","69eb1b86ecc3a900bbc7f305"
"כיתה ח' - בסיס","מפורסם","אלגברה","יחס ופורופורציה","לימוד","מפורסם","0","","0","","no","0","","","no","69f44cb86d4875f3f6e4f012"
"","","","כפל שברים","לימוד","מפורסם","10","תרגיל 1 – מנחה: מוטיבציה ולמידה ראשונית (חלק מתוך חלק); תרגיל 2 – בסיס: חוק הכפל המהיר (מונה כפול מונה, מכנה כפול מכנה); תרגיל 3 – בסיס: צמצום התוצאה בסוף התרגיל; תרגיל 4 – הבנה: אפקט ההקטנה (למה התוצאה קטנה יותר?); תרגיל 5 – הבנה: טריק ""הצמצום באלכסון"" לפני הכפל; תרגיל 6 – שילוב: בעיות מילוליות (חלק מתוך חלק); תרגיל 7 – חשיבה: כפל שבר במספר מעורב (קודם הופכים למדומה!); תרגיל 8 – מורכב: כפל שבר מעורב בשבר מעורב; תרגיל 9 – חשיבה: גיאומטריה מחיי היומיום (שטח מלבן); תרגיל 10 – חזרה מסכמת: אתגר הפדגוגי - הכנת חצי מתכון","0","","no","0","","","yes","6a42557a6de66e300ab26a0b"
"","","","כפל שברים","לימוד","מפורסם","10","תרגיל 1 – מנחה: מוטיבציה ולמידה ראשונית (חלק מתוך חלק); תרגיל 2 – בסיס: חוק הכפל המהיר (מונה כפול מונה, מכנה כפול מכנה); תרגיל 3 – בסיס: צמצום התוצאה בסוף התרגיל; תרגיל 4 – הבנה: אפקט ההקטנה (למה התוצאה קטנה יותר?); תרגיל 5 – הבנה: טריק ""הצמצום באלכסון"" לפני הכפל; תרגיל 6 – שילוב: בעיות מילוליות (חלק מתוך חלק); תרגיל 7 – חשיבה: כפל שבר במספר מעורב (קודם הופכים למדומה!); תרגיל 8 – מורכב: כפל שבר מעורב בשבר מעורב; תרגיל 9 – חשיבה: גיאומטריה מחיי היומיום (שטח מלבן); תרגיל 10 – חזרה מסכמת: אתגר הפדגוגי - הכנת חצי מתכון","0","","no","0","","","yes","6a688d6a90e1ad0cfe0c85e3"
"","","","מספרים עשרוניים - בעיות מילוליות","לימוד","מפורסם","10","תרגיל 1 — מנחה: למידה ראשונית (זיהוי חיבור וחיסור בבעיות מילוליות); תרגיל 2 — מנחה: למידה ראשונית (זיהוי כפל וחילוק בבעיות מילוליות); תרגיל 3 — בסיס: תרגול מעורב של שלב אחד; תרגיל 4 — הבנה: בעיות דו-שלביות (חיבור וחיסור בקניות); תרגיל 5 — הבנה: בעיות דו-שלביות (כפל ואז חיסור או חיבור); תרגיל 6 — חשיבה: חלוקת תשלומים שווה בשווה (חיבור ואז חילוק); תרגיל 7 — חשיבה מורכבת: גיאומטריה והמרת מידות; תרגיל 8 — שילוב: בעיות היגיון מרובות שלבים; תרגיל 9 — מורכב: חילוץ נתונים מתוך טבלה; תרגיל 10 — חזרה מסכמת: אתגר קונדיטוריית העוגות","0","","no","0","","","yes","6a42df301f64254da318f228"
"","","","מספרים עשרוניים - בעיות מילוליות","לימוד","מפורסם","10","תרגיל 1 — מנחה: למידה ראשונית (זיהוי חיבור וחיסור בבעיות מילוליות); תרגיל 2 — מנחה: למידה ראשונית (זיהוי כפל וחילוק בבעיות מילוליות); תרגיל 3 — בסיס: תרגול מעורב של שלב אחד; תרגיל 4 — הבנה: בעיות דו-שלביות (חיבור וחיסור בקניות); תרגיל 5 — הבנה: בעיות דו-שלביות (כפל ואז חיסור או חיבור); תרגיל 6 — חשיבה: חלוקת תשלומים שווה בשווה (חיבור ואז חילוק); תרגיל 7 — חשיבה מורכבת: גיאומטריה והמרת מידות; תרגיל 8 — שילוב: בעיות היגיון מרובות שלבים; תרגיל 9 — מורכב: חילוץ נתונים מתוך טבלה; תרגיל 10 — חזרה מסכמת: אתגר קונדיטוריית העוגות","0","","no","0","","","yes","6a688d6a90e1ad0cfe0c85e2"
"","","","מספרים עשרוניים - בעיות מילוליות","לימוד","מפורסם","10","תרגיל 1 — מנחה: למידה ראשונית (זיהוי חיבור וחיסור בבעיות מילוליות); תרגיל 2 — מנחה: למידה ראשונית (זיהוי כפל וחילוק בבעיות מילוליות); תרגיל 3 — בסיס: תרגול מעורב של שלב אחד; תרגיל 4 — הבנה: בעיות דו-שלביות (חיבור וחיסור בקניות); תרגיל 5 — הבנה: בעיות דו-שלביות (כפל ואז חיסור או חיבור); תרגיל 6 — חשיבה: חלוקת תשלומים שווה בשווה (חיבור ואז חילוק); תרגיל 7 — חשיבה מורכבת: גיאומטריה והמרת מידות; תרגיל 8 — שילוב: בעיות היגיון מרובות שלבים; תרגיל 9 — מורכב: חילוץ נתונים מתוך טבלה; תרגיל 10 — חזרה מסכמת: אתגר קונדיטוריית העוגות","0","","no","0","","","yes","8f18bb86d890df27b45a8002"
"כיתה י - 5 יח""ל","מפורסם","גיאומטריה","מעגל - בסיס","תרגול","מפורסם","0","","1","כיתה י - מעגל - משפטי בסיס וזוויות (1)-ohbhp3v0k79lGAkILUZuIAKK8PZYyU.pdf","no","0","","","yes","69d1149a7fdd11a95932c162"
"כיתה ח' - בסיס","מפורסם","פונקציות","מצב הדדי בין ישרים","תרגול","מפורסם","0","","1","כיתה ח - יחידה 2 - פונקציות - מצב הדדי בין ישרים-p1pXt85jHY9PQG0lVfOHSYonyxWEFo.pdf","yes","15490","","","yes","69ccef9e7bcad8f604ca6d38"
"כיתה ח' - בסיס","מפורסם","גיאומטריה","משולש שווה שוקיים","לימוד","מפורסם","0","","0","","no","0","","","no","69f458990dd97c526f9a65f9"
"כיתה י - 4 יח""ל","מפורסם","פונקציות","פונקצית מכפלה ומורכבת","לימוד","מפורסם","0","","1","כיתה י - יחידה 6.1 - פולינום - פונקציית מכפלה ומורכבת-TYejgANePAKQQ9yY7Q6FnosLk8i1UV.pdf","no","0","","","yes","69f4ae96b2cc57c8e784cc45"
"כיתה ט - מתקדם","מפורסם","גיאומטריה","קטע אמצעים בטרפז","תרגול","מפורסם","0","","1","כיתה ט' - יחידה 23 - קטע אמצעים -טרפז - גיאומטריה-vGz4qhoASERfT3Jz3fpop9Yk9fGarZ.pdf","no","0","","","yes","69ccfafb5f326f232727f689"
"כיתה יב - 4 יח""ל - 472","מפורסם","בגרויות","קיץ - 2024","בחינה","מפורסם","0","","1","processed_Math - 4units - 472 - 2024 - summer (2)-T2OooIRly0T9pIM7SsazbQ1pgh5mBb.pdf","no","0","","","yes","69ef9d8c7c5cc2a81f00dfcc"
"הכנה לכיתה ז","מפורסם","Orphaned lessons","שאלות חשיבה ושאלות מחיי היום יום","תרגול","מפורסם","0","","1","הכנה-כיתה-ז25-שאלות-מחיי-היום-יום-erKnIgV6CApsdwjk9cGkNis3Cxg0F2.pdf","no","0","","","yes","6a05ccfae2ffc5bd1dcdc2ee"
"הכנה לכיתה ז","מפורסם","Orphaned lessons","שאלות חשיבה ושאלות מחיי היום יום","תרגול","מפורסם","0","","1","הכנה-כיתה-ז25-שאלות-מחיי-היום-יום-erKnIgV6CApsdwjk9cGkNis3Cxg0F2.pdf","no","0","","","yes","6a688d6a90e1ad0cfe0c85e5"
"הכנה לכיתה ז","מפורסם","Orphaned lessons","שאלות חשיבה ושאלות מחיי היום יום","תרגול","מפורסם","0","","1","הכנה-כיתה-ז25-שאלות-מחיי-היום-יום-erKnIgV6CApsdwjk9cGkNis3Cxg0F2.pdf","no","0","","","yes","a02b6685613f7920f4356070"
"הכנה לכיתה ז","מפורסם","שבר עשרוני","שבר עשרוני - בעיות מילוליות","לימוד","מפורסם","10","למידה ראשונית (זיהוי חיבור וחיסור בבעיות מילוליות) — תרגיל 1; למידה ראשונית (זיהוי כפל וחילוק בבעיות מילוליות) — תרגיל 2; תרגול מעורב של שלב אחד — תרגיל 3; בעיות דו-שלביות (חיבור וחיסור בקניות) — תרגיל 4; בעיות דו-שלביות (כפל ואז חיסור או חיבור) — תרגיל 5; חלוקת תשלומים שווה בשווה (חיבור ואז חילוק) — תרגיל 6; גיאומטריה והמרת מידות — תרגיל 7; בעיות היגיון מרובות שלבים — תרגיל 8; חילוץ נתונים מתוך טבלה — תרגיל 9; אתגר קונדיטוריית העוגות — תרגיל 10","0","","no","0","","","yes","6a73232b21add1ce87ca1df1"
"הכנה לז' גיבוי","טיוטה","שבר עשרוני","שבר עשרוני - כפל ב-10 100 1000","לימוד","טיוטה","10","כפל ב-10 – הזזת הנקודה העשרונית — תרגיל 1; כפל ב-10 – תרגול והטמעה — תרגיל 2; כפל ב-100 – הזזה בשני מקומות — תרגיל 3; כפל ב-100 – תרגול והטמעה — תרגיל 4; כפל ב-1000 – הזזה בשלושה מקומות — תרגיל 5; כפל ב-1000 – תרגול והטמעה — תרגיל 6; כפל ב-10, 100, 1000 – השוואת תוצאות — תרגיל 7; פיתוח חשיבה לאחור — תרגיל 8; יישום יומיומי של כפל בשבר עשרוני — תרגיל 9; כפל בשבר עשרוני – מורכבות ויישום — תרגיל 10","0","","no","0","","","yes","6a7454a2fc7d19d634c258cd"
